satisfaction_id,customer_id,product_type,product_id,product_name,rating,nps_score,would_recommend,usage_frequency,satisfaction_factors,review_date
SAT003640,C002460,card,CARD012,KB국민 WE:SH Daily 카드,3.8,6,False,medium,limited_benefit,43:41.7
SAT003641,C002461,card,CARD011,신한 Deep Making,4.0,8,True,high,benefit,43:41.7
SAT003642,C002462,card,CARD002,KB국민 노리(NORI) 체크카드,4.5,9,True,medium,benefit,43:41.8
SAT003643,C002462,card,CARD009,KB국민 청춘대로 톡톡카드,4.9,9,True,medium,"service,benefit",43:41.8
SAT003644,C002463,card,CARD011,신한 Deep Making,4.0,8,True,high,"service,benefit,convenience",43:41.8
SAT003645,C002464,card,CARD002,KB국민 노리(NORI) 체크카드,4.2,7,True,medium,benefit,43:41.8
SAT003646,C002464,card,CARD007,롯데 LOCA for shopping,4.3,7,True,medium,"convenience,benefit,brand",43:41.8
SAT003647,C002465,card,CARD011,신한 Deep Making,4.1,9,True,high,"service,brand,benefit",43:41.8
SAT003648,C002466,card,CARD004,현대카드 M,4.1,8,True,medium,"brand,benefit,convenience",43:41.8
SAT003649,C002466,card,CARD010,하나 1Q카드 Dalily BC,3.9,6,False,medium,"limited_benefit,fee",43:41.8
SAT003650,C002467,card,CARD004,현대카드 M,3.8,7,False,high,"limited_benefit,complex",43:41.8
SAT003651,C002468,card,CARD011,신한 Deep Making,4.0,7,True,high,"benefit,brand",43:41.8
SAT003652,C002469,card,CARD004,현대카드 M,4.7,8,True,medium,convenience,43:41.8
SAT003653,C002469,card,CARD009,KB국민 청춘대로 톡톡카드,4.6,9,True,medium,"convenience,brand",43:41.8
SAT003654,C002470,card,CARD006,신한카드 마이홈플러스 카드,4.8,9,True,high,"brand,benefit",43:41.8
SAT003655,C002470,card,CARD010,하나 1Q카드 Dalily BC,4.7,10,True,high,brand,43:41.8
SAT003656,C002471,card,CARD003,신한 Deep Dream,4.6,9,True,high,"service,benefit,brand",43:41.8
SAT003657,C002472,card,CARD008,우리카드 7CORE,4.6,8,True,high,"convenience,benefit",43:41.8
SAT003658,C002473,card,CARD009,KB국민 청춘대로 톡톡카드,4.7,9,True,medium,"service,convenience",43:41.8
SAT003659,C002473,card,CARD010,하나 1Q카드 Dalily BC,5.0,10,True,medium,"brand,convenience",43:41.8
SAT003660,C002474,card,CARD004,현대카드 M,4.6,9,True,medium,"brand,service,convenience",43:41.8
SAT003661,C002474,card,CARD009,KB국민 청춘대로 톡톡카드,5.0,9,True,medium,convenience,43:41.8
SAT003662,C002475,card,CARD004,현대카드 M,4.6,9,True,high,"brand,service",43:41.8
SAT003663,C002476,card,CARD008,우리카드 7CORE,4.4,8,True,medium,"brand,service",43:41.8
SAT003664,C002476,card,CARD009,KB국민 청춘대로 톡톡카드,4.3,9,True,medium,"convenience,brand,benefit",43:41.8
SAT003665,C002477,card,CARD008,우리카드 7CORE,3.8,7,False,medium,"complex,fee",43:41.8
SAT003666,C002477,card,CARD010,하나 1Q카드 Dalily BC,5.0,10,True,medium,"benefit,brand,convenience",43:41.8
SAT003667,C002478,card,CARD004,현대카드 M,3.6,8,False,medium,fee,43:41.8
SAT003668,C002478,card,CARD005,NH채움 카드,4.4,7,True,medium,service,43:41.8
SAT003669,C002479,card,CARD002,KB국민 노리(NORI) 체크카드,4.1,8,True,medium,"brand,benefit,service",43:41.8
SAT003670,C002479,card,CARD009,KB국민 청춘대로 톡톡카드,4.8,8,True,medium,service,43:41.8
SAT003671,C002480,card,CARD008,우리카드 7CORE,4.8,8,True,low,"convenience,brand",43:41.8
SAT003672,C002480,card,CARD010,하나 1Q카드 Dalily BC,3.7,6,False,medium,"fee,limited_benefit",43:41.8
SAT003673,C002481,card,CARD005,NH채움 카드,4.1,8,True,medium,convenience,43:41.8
SAT003674,C002481,card,CARD010,하나 1Q카드 Dalily BC,4.4,8,True,medium,benefit,43:41.8
SAT003675,C002482,card,CARD009,KB국민 청춘대로 톡톡카드,5.0,10,True,high,"convenience,benefit,service",43:41.8
SAT003676,C002483,card,CARD004,현대카드 M,4.1,9,True,medium,"benefit,service",43:41.8
SAT003677,C002484,card,CARD002,KB국민 노리(NORI) 체크카드,4.8999999999999995,8,True,high,"service,benefit",43:41.8
SAT003678,C002484,card,CARD010,하나 1Q카드 Dalily BC,4.8,10,True,high,"benefit,service,brand",43:41.8
SAT003679,C002485,card,CARD002,KB국민 노리(NORI) 체크카드,4.8999999999999995,8,True,high,"convenience,benefit",43:41.8
SAT003680,C002486,card,CARD012,KB국민 WE:SH Daily 카드,4.7,9,True,high,service,43:41.8
SAT003681,C002487,card,CARD002,KB국민 노리(NORI) 체크카드,4.5,9,True,medium,benefit,43:41.8
SAT003682,C002487,card,CARD010,하나 1Q카드 Dalily BC,3.8,8,False,medium,fee,43:41.8
SAT003683,C002488,card,CARD009,KB국민 청춘대로 톡톡카드,4.9,10,True,medium,brand,43:41.8
SAT003684,C002488,card,CARD012,KB국민 WE:SH Daily 카드,4.1,9,True,medium,convenience,43:41.8
SAT003685,C002489,card,CARD002,KB국민 노리(NORI) 체크카드,4.3999999999999995,9,True,high,"convenience,service",43:41.8
SAT003686,C002490,card,CARD007,롯데 LOCA for shopping,4.1,7,True,medium,"service,convenience,brand",43:41.8
SAT003687,C002490,card,CARD010,하나 1Q카드 Dalily BC,4.2,8,True,medium,"service,convenience,benefit",43:41.8
SAT003688,C002491,card,CARD002,KB국민 노리(NORI) 체크카드,4.6,9,True,medium,"benefit,brand",43:41.8
SAT003689,C002491,card,CARD012,KB국민 WE:SH Daily 카드,4.0,9,True,medium,benefit,43:41.8
SAT003690,C002492,card,CARD005,NH채움 카드,4.1,9,True,medium,"convenience,service,benefit",43:41.8
SAT003691,C002492,card,CARD008,우리카드 7CORE,3.8,8,False,medium,limited_benefit,43:41.8
SAT003692,C002493,card,CARD005,NH채움 카드,4.8,9,True,high,"brand,service",43:41.8
SAT003693,C002494,card,CARD002,KB국민 노리(NORI) 체크카드,4.3,7,True,medium,"service,brand,convenience",43:41.8
SAT003694,C002494,card,CARD012,KB국민 WE:SH Daily 카드,3.8,8,False,medium,limited_benefit,43:41.8
SAT003695,C002495,card,CARD001,삼성 iD ALL 카드,3.6,7,False,medium,limited_benefit,43:41.8
SAT003696,C002495,card,CARD006,신한카드 마이홈플러스 카드,3.8,7,False,medium,complex,43:41.8
SAT003697,C002496,card,CARD002,KB국민 노리(NORI) 체크카드,4.4,7,True,medium,"convenience,service",43:41.8
SAT003698,C002496,card,CARD012,KB국민 WE:SH Daily 카드,4.1,8,True,medium,brand,43:41.8
SAT003699,C002497,card,CARD004,현대카드 M,4.6,10,True,high,"benefit,brand,convenience",43:41.8
SAT003700,C002498,card,CARD004,현대카드 M,4.5,9,True,medium,benefit,43:41.8
SAT003701,C002498,card,CARD009,KB국민 청춘대로 톡톡카드,4.3,8,True,medium,"brand,convenience,service",43:41.8
SAT003702,C002499,card,CARD005,NH채움 카드,4.3,8,True,medium,"brand,convenience,benefit",43:41.8
SAT003703,C002499,card,CARD008,우리카드 7CORE,3.5,7,False,medium,limited_benefit,43:41.8
SAT003704,C002500,card,CARD005,NH채움 카드,4.3,8,True,medium,"brand,benefit,convenience",43:41.8
SAT003705,C002500,card,CARD011,신한 Deep Making,4.0,7,True,medium,benefit,43:41.8
SAT003706,C002501,card,CARD004,현대카드 M,3.8,6,False,medium,limited_benefit,43:41.8
SAT003707,C002502,card,CARD005,NH채움 카드,3.4,7,False,medium,"fee,complex",43:41.8
SAT003708,C002502,card,CARD010,하나 1Q카드 Dalily BC,3.2,7,False,medium,"fee,complex",43:41.8
SAT003709,C002503,card,CARD005,NH채움 카드,3.6999999999999997,6,False,high,fee,43:41.8
SAT003710,C002503,card,CARD010,하나 1Q카드 Dalily BC,4.6,8,True,high,"benefit,convenience,brand",43:41.8
SAT003711,C002504,card,CARD004,현대카드 M,3.8,6,False,high,complex,43:41.8
SAT003712,C002505,card,CARD005,NH채움 카드,3.9,8,False,high,fee,43:41.8
SAT003713,C002506,card,CARD012,KB국민 WE:SH Daily 카드,4.3,9,True,high,"benefit,service",43:41.8
SAT003714,C002507,card,CARD004,현대카드 M,3.9,8,False,high,complex,43:41.8
SAT003715,C002508,card,CARD008,우리카드 7CORE,3.4,5,False,high,"fee,complex",43:41.8
SAT003716,C002509,card,CARD011,신한 Deep Making,4.5,10,True,high,"benefit,convenience",43:41.8
SAT003717,C002510,card,CARD004,현대카드 M,3.8,8,False,medium,limited_benefit,43:41.8
SAT003718,C002510,card,CARD012,KB국민 WE:SH Daily 카드,4.3,8,True,medium,"brand,service",43:41.8
SAT003719,C002511,card,CARD005,NH채움 카드,3.4,5,False,medium,limited_benefit,43:41.8
SAT003720,C002511,card,CARD010,하나 1Q카드 Dalily BC,3.5,8,False,medium,"complex,limited_benefit",43:41.8
SAT003721,C002512,card,CARD008,우리카드 7CORE,3.8,7,False,high,complex,43:41.8
SAT003722,C002513,card,CARD005,NH채움 카드,4.0,7,True,high,"benefit,convenience,service",43:41.8
SAT003723,C002514,card,CARD009,KB국민 청춘대로 톡톡카드,3.4,7,False,medium,complex,43:41.8
SAT003724,C002514,card,CARD010,하나 1Q카드 Dalily BC,3.4,7,False,medium,fee,43:41.8
SAT003725,C002515,card,CARD005,NH채움 카드,3.5999999999999996,8,False,high,"limited_benefit,fee",43:41.8
SAT003726,C002516,card,CARD012,KB국민 WE:SH Daily 카드,3.8,8,False,medium,"fee,complex",43:41.8
SAT003727,C002517,card,CARD001,삼성 iD ALL 카드,4.3999999999999995,9,True,high,"brand,benefit,service",43:41.8
SAT003728,C002518,card,CARD009,KB국민 청춘대로 톡톡카드,4.2,8,True,high,"convenience,benefit,service",43:41.8
SAT003729,C002519,card,CARD008,우리카드 7CORE,3.4,7,False,medium,complex,43:41.8
SAT003730,C002519,card,CARD012,KB국민 WE:SH Daily 카드,3.9,6,False,medium,"limited_benefit,fee",43:41.8
SAT003731,C002520,card,CARD008,우리카드 7CORE,3.8,6,False,high,"limited_benefit,complex",43:41.8
SAT003732,C002521,card,CARD011,신한 Deep Making,3.6999999999999997,6,False,high,"fee,limited_benefit",43:41.8
SAT003733,C002522,card,CARD009,KB국민 청춘대로 톡톡카드,3.4,7,False,high,fee,43:41.8
SAT003734,C002523,card,CARD004,현대카드 M,3.7,8,False,medium,fee,43:41.8
SAT003735,C002523,card,CARD010,하나 1Q카드 Dalily BC,4.2,7,True,medium,"brand,benefit,service",43:41.8
SAT003736,C002524,card,CARD005,NH채움 카드,3.5,6,False,high,limited_benefit,43:41.8
SAT003737,C002525,card,CARD002,KB국민 노리(NORI) 체크카드,3.6999999999999997,8,False,high,limited_benefit,43:41.8
SAT003738,C002526,card,CARD004,현대카드 M,3.8,8,False,high,limited_benefit,43:41.8
SAT003739,C002527,card,CARD006,신한카드 마이홈플러스 카드,4.5,9,True,high,"convenience,brand",43:41.8
SAT003740,C002527,card,CARD009,KB국민 청춘대로 톡톡카드,3.6999999999999997,6,False,high,fee,43:41.8
SAT003741,C002528,card,CARD008,우리카드 7CORE,4.0,7,True,high,"service,convenience",43:41.8
SAT003742,C002529,card,CARD010,하나 1Q카드 Dalily BC,3.9,8,False,high,fee,43:41.8
SAT003743,C002530,card,CARD010,하나 1Q카드 Dalily BC,4.1,7,True,medium,brand,43:41.8
SAT003744,C002530,card,CARD012,KB국민 WE:SH Daily 카드,3.5,7,False,medium,"limited_benefit,complex",43:41.8
SAT003745,C002531,card,CARD008,우리카드 7CORE,3.9,7,False,high,"complex,fee",43:41.8
SAT003746,C002532,card,CARD012,KB국민 WE:SH Daily 카드,4.1,8,True,high,brand,43:41.8
SAT003747,C002533,card,CARD011,신한 Deep Making,3.8,7,False,high,limited_benefit,43:41.8
SAT003748,C002534,card,CARD009,KB국민 청춘대로 톡톡카드,3.4,6,False,medium,"limited_benefit,complex",43:41.8
SAT003749,C002534,card,CARD010,하나 1Q카드 Dalily BC,3.1,7,False,medium,limited_benefit,43:41.8
SAT003750,C002535,card,CARD005,NH채움 카드,3.6,8,False,medium,"complex,limited_benefit",43:41.8
SAT003751,C002535,card,CARD010,하나 1Q카드 Dalily BC,3.7,7,False,medium,"fee,limited_benefit",43:41.8
SAT003752,C002536,card,CARD004,현대카드 M,4.1,8,True,medium,"brand,convenience,benefit",43:41.8
SAT003753,C002536,card,CARD005,NH채움 카드,3.0,6,False,medium,complex,43:41.8
SAT003754,C002537,card,CARD004,현대카드 M,3.5,6,False,medium,complex,43:41.8
SAT003755,C002537,card,CARD009,KB국민 청춘대로 톡톡카드,3.6,7,False,medium,fee,43:41.8
SAT003756,C002538,card,CARD004,현대카드 M,3.5,7,False,medium,limited_benefit,43:41.8
SAT003757,C002538,card,CARD008,우리카드 7CORE,4.0,9,True,medium,"convenience,service",43:41.8
SAT003758,C002539,card,CARD005,NH채움 카드,3.2,7,False,medium,"fee,complex",43:41.8
SAT003759,C002539,card,CARD008,우리카드 7CORE,3.6,7,False,medium,"limited_benefit,fee",43:41.8
SAT003760,C002540,card,CARD009,KB국민 청춘대로 톡톡카드,3.8,8,False,high,"limited_benefit,complex",43:41.8
SAT003761,C002541,card,CARD008,우리카드 7CORE,3.8,7,False,high,"fee,complex",43:41.8
SAT003762,C002542,card,CARD007,롯데 LOCA for shopping,3.9,8,False,high,complex,43:41.8
SAT003763,C002543,card,CARD008,우리카드 7CORE,4.3,9,True,medium,brand,43:41.8
SAT003764,C002543,card,CARD009,KB국민 청춘대로 톡톡카드,3.3,5,False,medium,"fee,limited_benefit",43:41.8
SAT003765,C002544,card,CARD004,현대카드 M,3.5,6,False,high,"fee,limited_benefit",43:41.8
SAT003766,C002545,card,CARD007,롯데 LOCA for shopping,3.9,7,False,high,"complex,limited_benefit",43:41.8
SAT003767,C002545,card,CARD011,신한 Deep Making,3.9,7,False,high,complex,43:41.8
SAT003768,C002546,card,CARD005,NH채움 카드,3.2,6,False,medium,"fee,limited_benefit",43:41.8
SAT003769,C002546,card,CARD010,하나 1Q카드 Dalily BC,3.4,6,False,medium,"fee,complex",43:41.8
SAT003770,C002547,card,CARD001,삼성 iD ALL 카드,4.1,8,True,high,"convenience,service",43:41.8
SAT003771,C002548,card,CARD005,NH채움 카드,3.6999999999999997,8,False,high,limited_benefit,43:41.8
SAT003772,C002548,card,CARD008,우리카드 7CORE,3.6999999999999997,8,False,high,complex,43:41.8
SAT003773,C002549,card,CARD007,롯데 LOCA for shopping,3.8,6,False,medium,"fee,limited_benefit",43:41.8
SAT003774,C002549,card,CARD012,KB국민 WE:SH Daily 카드,3.7,8,False,medium,"limited_benefit,fee",43:41.8
SAT003775,C002550,card,CARD009,KB국민 청춘대로 톡톡카드,3.1,5,False,medium,fee,43:41.8
SAT003776,C002550,card,CARD010,하나 1Q카드 Dalily BC,3.8,7,False,medium,complex,43:41.8
SAT003777,C002551,card,CARD004,현대카드 M,3.2,7,False,medium,"limited_benefit,complex",43:41.8
SAT003778,C002551,card,CARD011,신한 Deep Making,4.1,8,True,medium,"convenience,benefit,service",43:41.8
SAT003779,C002552,card,CARD005,NH채움 카드,3.8,8,False,high,limited_benefit,43:41.8
SAT003780,C002553,card,CARD010,하나 1Q카드 Dalily BC,3.5999999999999996,8,False,high,"fee,limited_benefit",43:41.8
SAT003781,C002554,card,CARD005,NH채움 카드,4.1,9,True,medium,"brand,convenience,benefit",43:41.8
SAT003782,C002554,card,CARD010,하나 1Q카드 Dalily BC,3.2,5,False,medium,"fee,complex",43:41.8
SAT003783,C002555,card,CARD008,우리카드 7CORE,3.5,7,False,low,limited_benefit,43:41.8
SAT003784,C002555,card,CARD010,하나 1Q카드 Dalily BC,3.8,8,False,medium,"limited_benefit,fee",43:41.8
SAT003785,C002556,card,CARD004,현대카드 M,3.8,6,False,high,limited_benefit,43:41.8
SAT003786,C002557,card,CARD001,삼성 iD ALL 카드,4.5,9,True,high,"brand,convenience",43:41.8
SAT003787,C002557,card,CARD002,KB국민 노리(NORI) 체크카드,4.3,7,True,high,"convenience,service,brand",43:41.8
SAT003788,C002558,card,CARD005,NH채움 카드,3.8,7,False,high,"complex,limited_benefit",43:41.8
SAT003789,C002559,card,CARD008,우리카드 7CORE,3.5999999999999996,6,False,high,complex,43:41.8
SAT003790,C002560,card,CARD004,현대카드 M,3.5999999999999996,7,False,high,fee,43:41.8
SAT003791,C002561,card,CARD006,신한카드 마이홈플러스 카드,3.8,8,False,medium,limited_benefit,43:41.8
SAT003792,C002561,card,CARD008,우리카드 7CORE,3.5,8,False,medium,"fee,complex",43:41.8
SAT003793,C002562,card,CARD002,KB국민 노리(NORI) 체크카드,4.0,9,True,medium,"convenience,brand",43:41.8
SAT003794,C002562,card,CARD010,하나 1Q카드 Dalily BC,3.3,6,False,medium,"fee,limited_benefit",43:41.8
SAT003795,C002563,card,CARD002,KB국민 노리(NORI) 체크카드,3.8,6,False,medium,"complex,fee",43:41.8
SAT003796,C002563,card,CARD004,현대카드 M,3.7,7,False,medium,"fee,limited_benefit",43:41.8
SAT003797,C002564,card,CARD012,KB국민 WE:SH Daily 카드,3.9,8,False,high,fee,43:41.8
SAT003798,C002565,card,CARD008,우리카드 7CORE,3.8,8,False,high,complex,43:41.8
SAT003799,C002566,card,CARD002,KB국민 노리(NORI) 체크카드,3.8,6,False,medium,limited_benefit,43:41.8
SAT003800,C002566,card,CARD009,KB국민 청춘대로 톡톡카드,3.5,6,False,medium,complex,43:41.8
SAT003801,C002567,card,CARD005,NH채움 카드,3.8,6,False,high,"fee,limited_benefit",43:41.8
SAT003802,C002568,card,CARD004,현대카드 M,4.2,8,True,high,convenience,43:41.8
SAT003803,C002569,card,CARD005,NH채움 카드,4.3,7,True,high,"benefit,convenience,service",43:41.8
SAT003804,C002569,card,CARD009,KB국민 청춘대로 톡톡카드,3.5,6,False,high,limited_benefit,43:41.8
SAT003805,C002570,card,CARD002,KB국민 노리(NORI) 체크카드,3.1,6,False,medium,"complex,fee",43:41.8
SAT003806,C002570,card,CARD010,하나 1Q카드 Dalily BC,3.7,7,False,medium,"complex,limited_benefit",43:41.8
SAT003807,C002571,card,CARD002,KB국민 노리(NORI) 체크카드,4.0,8,True,high,"brand,convenience",43:41.8
SAT003808,C002572,card,CARD004,현대카드 M,3.2,6,False,medium,"complex,limited_benefit",43:41.8
SAT003809,C002572,card,CARD008,우리카드 7CORE,4.0,7,True,medium,"service,benefit,brand",43:41.8
SAT003810,C002573,card,CARD008,우리카드 7CORE,4.0,7,True,high,"brand,convenience",43:41.8
SAT003811,C002574,card,CARD004,현대카드 M,3.3,6,False,medium,complex,43:41.8
SAT003812,C002574,card,CARD010,하나 1Q카드 Dalily BC,3.4,6,False,medium,complex,43:41.8
SAT003813,C002575,card,CARD005,NH채움 카드,3.6,8,False,medium,"limited_benefit,complex",43:41.8
SAT003814,C002576,card,CARD010,하나 1Q카드 Dalily BC,4.2,8,True,high,"brand,service,convenience",43:41.8
SAT003815,C002577,card,CARD010,하나 1Q카드 Dalily BC,3.0,7,False,high,fee,43:41.8
SAT003816,C002578,card,CARD001,삼성 iD ALL 카드,3.9,6,False,medium,fee,43:41.8
SAT003817,C002578,card,CARD002,KB국민 노리(NORI) 체크카드,3.4,5,False,medium,complex,43:41.8
SAT003818,C002579,card,CARD004,현대카드 M,4.2,9,True,high,"benefit,convenience",43:41.8
SAT003819,C002580,card,CARD004,현대카드 M,3.5,6,False,low,complex,43:41.8
SAT003820,C002580,card,CARD010,하나 1Q카드 Dalily BC,3.6,7,False,medium,"complex,fee",43:41.8
SAT003821,C002581,card,CARD004,현대카드 M,3.4,7,False,medium,"limited_benefit,fee",43:41.8
SAT003822,C002581,card,CARD005,NH채움 카드,3.5999999999999996,7,False,high,limited_benefit,43:41.8
SAT003823,C002582,card,CARD009,KB국민 청춘대로 톡톡카드,3.6,6,False,medium,"fee,complex",43:41.8
SAT003824,C002582,card,CARD010,하나 1Q카드 Dalily BC,3.4,5,False,medium,"fee,limited_benefit",43:41.8
SAT003825,C002583,card,CARD010,하나 1Q카드 Dalily BC,3.6999999999999997,8,False,high,"limited_benefit,complex",43:41.8
SAT003826,C002583,card,CARD011,신한 Deep Making,4.6,8,True,medium,service,43:41.8
SAT003827,C002584,card,CARD005,NH채움 카드,3.8,7,False,high,complex,43:41.8
SAT003828,C002585,card,CARD004,현대카드 M,3.6,6,False,medium,"limited_benefit,complex",43:41.8
SAT003829,C002585,card,CARD009,KB국민 청춘대로 톡톡카드,3.9,8,False,medium,"limited_benefit,fee",43:41.8
SAT003830,C002586,card,CARD004,현대카드 M,3.9,7,False,high,limited_benefit,43:41.8
SAT003831,C002587,card,CARD002,KB국민 노리(NORI) 체크카드,3.6999999999999997,7,False,high,fee,43:41.8
SAT003832,C002587,card,CARD005,NH채움 카드,3.9,8,False,high,fee,43:41.8
SAT003833,C002588,card,CARD005,NH채움 카드,3.6999999999999997,8,False,high,"complex,limited_benefit",43:41.8
SAT003834,C002589,card,CARD008,우리카드 7CORE,3.6999999999999997,6,False,high,"fee,limited_benefit",43:41.8
SAT003835,C002590,card,CARD004,현대카드 M,3.7,6,False,medium,complex,43:41.8
SAT003836,C002590,card,CARD010,하나 1Q카드 Dalily BC,3.6,6,False,medium,"fee,limited_benefit",43:41.8
SAT003837,C002591,card,CARD002,KB국민 노리(NORI) 체크카드,3.4,5,False,medium,complex,43:41.8
SAT003838,C002591,card,CARD004,현대카드 M,3.3,5,False,medium,"fee,limited_benefit",43:41.8
SAT003839,C002592,card,CARD001,삼성 iD ALL 카드,3.9,8,False,medium,limited_benefit,43:41.8
SAT003840,C002592,card,CARD012,KB국민 WE:SH Daily 카드,4.2,8,True,medium,"convenience,brand",43:41.8
SAT003841,C002593,card,CARD002,KB국민 노리(NORI) 체크카드,3.7,6,False,medium,fee,43:41.8
SAT003842,C002593,card,CARD010,하나 1Q카드 Dalily BC,3.8,7,False,medium,complex,43:41.8
SAT003843,C002594,card,CARD008,우리카드 7CORE,3.2,5,False,medium,complex,43:41.8
SAT003844,C002594,card,CARD012,KB국민 WE:SH Daily 카드,4.0,8,True,medium,"brand,service,convenience",43:41.8
SAT003845,C002595,card,CARD005,NH채움 카드,3.8,6,False,high,limited_benefit,43:41.8
SAT003846,C002596,card,CARD002,KB국민 노리(NORI) 체크카드,4.2,7,True,high,benefit,43:41.8
SAT003847,C002596,card,CARD010,하나 1Q카드 Dalily BC,3.6999999999999997,6,False,high,fee,43:41.8
SAT003848,C002597,card,CARD009,KB국민 청춘대로 톡톡카드,3.9,8,False,medium,"fee,complex",43:41.8
SAT003849,C002597,card,CARD010,하나 1Q카드 Dalily BC,3.2,5,False,medium,complex,43:41.8
SAT003850,C002598,card,CARD005,NH채움 카드,3.6999999999999997,6,False,high,complex,43:41.8
SAT003851,C002599,card,CARD009,KB국민 청춘대로 톡톡카드,3.5999999999999996,8,False,high,"fee,complex",43:41.8
SAT003852,C002600,card,CARD002,KB국민 노리(NORI) 체크카드,3.5,6,False,medium,"complex,limited_benefit",43:41.8
SAT003853,C002600,card,CARD005,NH채움 카드,3.3,6,False,medium,fee,43:41.8
SAT003854,C002601,card,CARD002,KB국민 노리(NORI) 체크카드,3.9,7,False,high,limited_benefit,43:41.8
SAT003855,C002602,card,CARD005,NH채움 카드,3.5,8,False,medium,complex,43:41.8
SAT003856,C002602,card,CARD012,KB국민 WE:SH Daily 카드,3.7,6,False,medium,complex,43:41.8
SAT003857,C002603,card,CARD002,KB국민 노리(NORI) 체크카드,3.3,6,False,medium,"limited_benefit,fee",43:41.9
SAT003858,C002603,card,CARD005,NH채움 카드,3.6,7,False,medium,"fee,complex",43:41.9
SAT003859,C002604,card,CARD002,KB국민 노리(NORI) 체크카드,3.3,5,False,medium,complex,43:41.9
SAT003860,C002604,card,CARD009,KB국민 청춘대로 톡톡카드,4.0,7,True,medium,"benefit,brand,convenience",43:41.9
SAT003861,C002605,card,CARD004,현대카드 M,3.3,6,False,high,fee,43:41.9
SAT003862,C002605,card,CARD010,하나 1Q카드 Dalily BC,3.8,8,False,high,limited_benefit,43:41.9
SAT003863,C002606,card,CARD010,하나 1Q카드 Dalily BC,3.4,5,False,high,"fee,complex",43:41.9
SAT003864,C002607,card,CARD008,우리카드 7CORE,3.4,6,False,medium,limited_benefit,43:41.9
SAT003865,C002607,card,CARD010,하나 1Q카드 Dalily BC,3.3,5,False,medium,"fee,limited_benefit",43:41.9
SAT003866,C002608,card,CARD005,NH채움 카드,3.5,6,False,medium,limited_benefit,43:41.9
SAT003867,C002608,card,CARD010,하나 1Q카드 Dalily BC,3.6,8,False,medium,limited_benefit,43:41.9
SAT003868,C002609,card,CARD005,NH채움 카드,3.4,5,False,medium,limited_benefit,43:41.9
SAT003869,C002609,card,CARD008,우리카드 7CORE,3.1,7,False,medium,fee,43:41.9
SAT003870,C002610,card,CARD008,우리카드 7CORE,4.1,8,True,high,"brand,convenience,service",43:41.9
SAT003871,C002611,card,CARD002,KB국민 노리(NORI) 체크카드,3.6999999999999997,7,False,high,"fee,complex",43:41.9
SAT003872,C002611,card,CARD011,신한 Deep Making,3.5,6,False,high,"fee,complex",43:41.9
SAT003873,C002612,card,CARD002,KB국민 노리(NORI) 체크카드,3.4,5,False,medium,fee,43:41.9
SAT003874,C002613,card,CARD010,하나 1Q카드 Dalily BC,3.6999999999999997,7,False,high,"limited_benefit,complex",43:41.9
SAT003875,C002614,card,CARD005,NH채움 카드,3.2,5,False,medium,fee,43:41.9
SAT003876,C002614,card,CARD012,KB국민 WE:SH Daily 카드,4.1,7,True,medium,"service,benefit,brand",43:41.9
SAT003877,C002615,card,CARD008,우리카드 7CORE,2.8,6,False,medium,complex,43:41.9
SAT003878,C002615,card,CARD012,KB국민 WE:SH Daily 카드,3.7,6,False,medium,complex,43:41.9
SAT003879,C002616,card,CARD004,현대카드 M,3.2,5,False,medium,fee,43:41.9
SAT003880,C002616,card,CARD008,우리카드 7CORE,3.7,8,False,medium,"fee,complex",43:41.9
SAT003881,C002617,card,CARD010,하나 1Q카드 Dalily BC,4.3999999999999995,9,True,high,service,43:41.9
SAT003882,C002618,card,CARD009,KB국민 청춘대로 톡톡카드,3.6999999999999997,7,False,high,fee,43:41.9
SAT003883,C002619,card,CARD004,현대카드 M,3.7,6,False,low,complex,43:41.9
SAT003884,C002619,card,CARD005,NH채움 카드,3.7,7,False,medium,limited_benefit,43:41.9
SAT003885,C002620,card,CARD002,KB국민 노리(NORI) 체크카드,3.6,6,False,medium,"limited_benefit,fee",43:41.9
SAT003886,C002620,card,CARD005,NH채움 카드,3.0,5,False,medium,limited_benefit,43:41.9
SAT003887,C002621,card,CARD008,우리카드 7CORE,4.0,8,True,high,"service,convenience,brand",43:41.9
SAT003888,C002622,card,CARD005,NH채움 카드,3.5999999999999996,6,False,high,"complex,limited_benefit",43:41.9
SAT003889,C002623,card,CARD004,현대카드 M,3.5,7,False,medium,limited_benefit,43:41.9
SAT003890,C002623,card,CARD008,우리카드 7CORE,3.1,5,False,medium,fee,43:41.9
SAT003891,C002624,card,CARD004,현대카드 M,3.5,6,False,medium,"limited_benefit,fee",43:41.9
SAT003892,C002624,card,CARD010,하나 1Q카드 Dalily BC,3.5,8,False,medium,"fee,complex",43:41.9
SAT003893,C002625,card,CARD004,현대카드 M,3.6,6,False,medium,"limited_benefit,complex",43:41.9
SAT003894,C002625,card,CARD008,우리카드 7CORE,3.3,5,False,medium,"complex,limited_benefit",43:41.9
SAT003895,C002626,card,CARD011,신한 Deep Making,3.5,7,False,medium,"complex,fee",43:41.9
SAT003896,C002626,card,CARD012,KB국민 WE:SH Daily 카드,3.9,7,False,medium,"limited_benefit,fee",43:41.9
SAT003897,C002627,card,CARD008,우리카드 7CORE,3.2,5,False,medium,"limited_benefit,fee",43:41.9
